[rosmaster.main][INFO] 2020-03-02 17:47:52,989: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-03-02 17:47:52,990: Starting ROS Master Node
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/joint_limits/bogie_right_corner_rf/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/joint_limits/bogie_right_wheel_rm/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/bogie_left_corner_lf_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/joint_limits/rocker_left_corner_lb/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/bogie_right_corner_rf_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/bogie_right_wheel_rm_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/joint_limits/bogie_right_wheel_rm/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/arm_elbow_arm_hand_left_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/joint_limits/body_rocker_left/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/rocker_right_bogie_right_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/joint_limits/bogie_right_corner_rf/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/joint_limits/arm_shoulder_1_arm_shoulder_2/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/rocker_left_corner_lb_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/joint_limits/arm_shoulder_2_arm_elbow/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/rocker_left_corner_lb_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/joint_limits/rocker_left_corner_lb/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/corner_rf_wheel_rf_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/joint_limits/corner_rb_wheel_rb/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_right/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/arm_elbow_arm_hand_right_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/joint_limits/bogie_left_corner_lf/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/joint_limits/corner_lf_wheel_lf/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/arm_elbow_arm_hand_left_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/body_rocker_right_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/joint_limits/bogie_left_wheel_lm/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/joint_limits/corner_rb_wheel_rb/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/joint_limits/body_arm_shoulder_1/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/body_rocker_right_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/joint_limits/body_rocker_right/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/joint_limits/body_rocker_right/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/body_rocker_right_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/rocker_left_bogie_left_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/gazebo/enable_ros_network] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/arm_elbow_arm_hand_left_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,113: +PARAM [/rover_ns/joint_limits/body_rocker_right/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/body_rocker_right/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/body_rocker_left/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/rocker_right_corner_rb/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/arm_elbow_arm_hand_right_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/rocker_right_bogie_right/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_left/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/rocker_right_corner_rb/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/rocker_right_corner_rb_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/corner_lf_wheel_lf_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/corner_rf_wheel_rf/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/body_arm_shoulder_1/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/corner_lf_wheel_lf_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/rocker_right_corner_rb_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/arm_shoulder_2_arm_elbow/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_left/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/corner_lf_wheel_lf_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_left/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_left/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/joint_limits/body_rocker_left/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,114: +PARAM [/rover_ns/corner_lf_wheel_lf_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/bogie_left_corner_lf_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/rocker_left_bogie_left/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_right/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/bogie_left_wheel_lm/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/bogie_left_wheel_lm/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/arm_shoulder_1_arm_shoulder_2/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/corner_rb_wheel_rb/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/rocker_right_corner_rb/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/bogie_right_corner_rf/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/corner_rf_wheel_rf/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/arm_shoulder_2_arm_elbow_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/arm_elbow_arm_hand_left_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/rocker_left_corner_lb/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/body_rocker_left_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/bogie_left_wheel_lm/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/arm_shoulder_1_arm_shoulder_2/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/joint_limits/rocker_right_corner_rb/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,115: +PARAM [/rover_ns/corner_lb_wheel_lb_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_right/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/rocker_right_bogie_right_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/arm_elbow_arm_hand_right_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/corner_lb_wheel_lb/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/corner_rf_wheel_rf/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/corner_lf_wheel_lf/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/bogie_left_wheel_lm_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_right/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/corner_lf_wheel_lf_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/rocker_right_bogie_right_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/rocker_right_corner_rb/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/arm_elbow_arm_hand_left_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/rocker_left_bogie_left/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/rocker_left_bogie_left/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/bogie_right_corner_rf/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/rocker_left_corner_lb/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/body_rocker_left_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,116: +PARAM [/rover_ns/joint_limits/body_rocker_left/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,117: +PARAM [/rover_ns/joint_limits/bogie_right_wheel_rm/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,117: +PARAM [/rover_ns/bogie_left_wheel_lm_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,162: +PUB [/rosout] /message_to_tf http://169.254.1.3:34621/
[rosmaster.master][INFO] 2020-03-02 17:47:53,163: +SERVICE [/message_to_tf/get_loggers] /message_to_tf http://169.254.1.3:34621/
[rosmaster.master][INFO] 2020-03-02 17:47:53,163: +SERVICE [/message_to_tf/set_logger_level] /message_to_tf http://169.254.1.3:34621/
[rosmaster.master][INFO] 2020-03-02 17:47:53,166: +SUB [/clock] /message_to_tf http://169.254.1.3:34621/
[rosmaster.master][INFO] 2020-03-02 17:47:53,170: +PUB [/tf] /message_to_tf http://169.254.1.3:34621/
[rosmaster.master][INFO] 2020-03-02 17:47:53,172: +SUB [/odom] /message_to_tf http://169.254.1.3:34621/
[rosmaster.master][INFO] 2020-03-02 17:47:53,173: +PUB [/message_to_tf/pose] /message_to_tf http://169.254.1.3:34621/
[rosmaster.master][INFO] 2020-03-02 17:47:53,175: +PUB [/message_to_tf/euler] /message_to_tf http://169.254.1.3:34621/
[rosmaster.master][INFO] 2020-03-02 17:47:53,176: +PUB [/rosout] /robot_state_publisher http://169.254.1.3:36985/
[rosmaster.master][INFO] 2020-03-02 17:47:53,177: +SERVICE [/robot_state_publisher/get_loggers] /robot_state_publisher http://169.254.1.3:36985/
[rosmaster.master][INFO] 2020-03-02 17:47:53,177: +SERVICE [/robot_state_publisher/set_logger_level] /robot_state_publisher http://169.254.1.3:36985/
[rosmaster.master][INFO] 2020-03-02 17:47:53,179: +SUB [/clock] /robot_state_publisher http://169.254.1.3:36985/
[rosmaster.master][INFO] 2020-03-02 17:47:53,185: +PUB [/tf] /robot_state_publisher http://169.254.1.3:36985/
[rosmaster.master][INFO] 2020-03-02 17:47:53,186: +PUB [/tf_static] /robot_state_publisher http://169.254.1.3:36985/
[rosmaster.master][INFO] 2020-03-02 17:47:53,189: +SUB [/rover_ns/joint_states] /robot_state_publisher http://169.254.1.3:36985/
[rosmaster.master][INFO] 2020-03-02 17:47:53,190: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/']
[rosmaster.master][INFO] 2020-03-02 17:47:53,191: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-02 17:47:53,191: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/', 'http://169.254.1.3:36985/']
[rosmaster.master][INFO] 2020-03-02 17:47:53,192: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/', 'http://169.254.1.3:36985/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-02 17:47:53,668: +PUB [/rosout] /gazebo_gui http://169.254.1.3:34645/
[rosmaster.master][INFO] 2020-03-02 17:47:53,669: +PUB [/rosout] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:53,669: +SERVICE [/gazebo_gui/get_loggers] /gazebo_gui http://169.254.1.3:34645/
[rosmaster.master][INFO] 2020-03-02 17:47:53,670: +SERVICE [/gazebo/get_loggers] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:53,670: +SERVICE [/gazebo_gui/set_logger_level] /gazebo_gui http://169.254.1.3:34645/
[rosmaster.master][INFO] 2020-03-02 17:47:53,670: +SERVICE [/gazebo/set_logger_level] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:53,674: +SUB [/clock] /gazebo_gui http://169.254.1.3:34645/
[rosmaster.master][INFO] 2020-03-02 17:47:53,675: +SUB [/clock] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:53,691: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/', 'http://169.254.1.3:36985/', 'http://169.254.1.3:34645/']
[rosmaster.master][INFO] 2020-03-02 17:47:53,692: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/', 'http://169.254.1.3:36985/', 'http://169.254.1.3:34645/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-02 17:47:53,692: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/', 'http://169.254.1.3:36985/', 'http://169.254.1.3:34645/', 'http://169.254.1.3:33331/']
[rosmaster.master][INFO] 2020-03-02 17:47:53,693: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/', 'http://169.254.1.3:36985/', 'http://169.254.1.3:34645/', 'http://169.254.1.3:33331/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-02 17:47:53,734: +PUB [/rosout] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,737: +PUB [/rosout] /rover_ns/controller_spawner http://169.254.1.3:34039/
[rosmaster.master][INFO] 2020-03-02 17:47:53,738: +SUB [/clock] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,739: +SERVICE [/motion/get_loggers] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,742: +SERVICE [/motion/set_logger_level] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,743: +SUB [/clock] /rover_ns/controller_spawner http://169.254.1.3:34039/
[rosmaster.master][INFO] 2020-03-02 17:47:53,745: +SERVICE [/rover_ns/controller_spawner/get_loggers] /rover_ns/controller_spawner http://169.254.1.3:34039/
[rosmaster.master][INFO] 2020-03-02 17:47:53,746: +PUB [/rover_ns/corner_lf_wheel_lf_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,747: +SERVICE [/rover_ns/controller_spawner/set_logger_level] /rover_ns/controller_spawner http://169.254.1.3:34039/
[rosmaster.master][INFO] 2020-03-02 17:47:53,749: +PUB [/rover_ns/corner_rf_wheel_rf_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,752: +PUB [/rover_ns/joint_state_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,755: +PUB [/rover_ns/rocker_right_bogie_right_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,757: +PUB [/rover_ns/corner_rb_wheel_rb_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,758: +PUB [/rover_ns/bogie_right_wheel_rm_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,761: +PUB [/rover_ns/rocker_left_corner_lb_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,765: +PUB [/rover_ns/bogie_right_corner_rf_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,769: +PUB [/rover_ns/corner_lb_wheel_lb_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,771: +PUB [/rover_ns/body_rocker_left_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,773: +PUB [/rover_ns/bogie_left_wheel_lm_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,775: +PUB [/rover_ns/rocker_left_bogie_left_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,777: +PUB [/rover_ns/bogie_left_corner_lf_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,780: +PUB [/rover_ns/rocker_right_corner_rb_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,782: +PUB [/rover_ns/body_rocker_right_controller/command] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,784: +SUB [/cmd_vel] /motion http://169.254.1.3:37501/
[rosmaster.master][INFO] 2020-03-02 17:47:53,792: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/', 'http://169.254.1.3:36985/', 'http://169.254.1.3:34645/', 'http://169.254.1.3:33331/', 'http://169.254.1.3:37501/']
[rosmaster.master][INFO] 2020-03-02 17:47:53,792: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/', 'http://169.254.1.3:36985/', 'http://169.254.1.3:34645/', 'http://169.254.1.3:33331/', 'http://169.254.1.3:37501/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-02 17:47:53,792: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/', 'http://169.254.1.3:36985/', 'http://169.254.1.3:34645/', 'http://169.254.1.3:33331/', 'http://169.254.1.3:37501/', 'http://169.254.1.3:34039/']
[rosmaster.master][INFO] 2020-03-02 17:47:53,793: publisherUpdate[/rosout] -> http://169.254.1.3:37691/ ['http://169.254.1.3:34621/', 'http://169.254.1.3:36985/', 'http://169.254.1.3:34645/', 'http://169.254.1.3:33331/', 'http://169.254.1.3:37501/', 'http://169.254.1.3:34039/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-02 17:47:54,333: +PUB [/clock] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,333: +SERVICE [/gazebo/spawn_sdf_model] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,334: +SERVICE [/gazebo/spawn_urdf_model] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,334: +SERVICE [/gazebo/delete_model] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,334: +SERVICE [/gazebo/delete_light] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,334: +SERVICE [/gazebo/get_model_properties] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,335: +SERVICE [/gazebo/get_model_state] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,335: +SERVICE [/gazebo/get_world_properties] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,335: +SERVICE [/gazebo/get_joint_properties] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,336: +SERVICE [/gazebo/get_link_properties] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,336: +SERVICE [/gazebo/get_link_state] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,336: +SERVICE [/gazebo/get_light_properties] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,336: +SERVICE [/gazebo/set_light_properties] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,337: +SERVICE [/gazebo/get_physics_properties] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,337: +PUB [/gazebo/link_states] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,337: +PUB [/gazebo/model_states] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,338: +SERVICE [/gazebo/set_link_properties] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,338: +SERVICE [/gazebo/set_physics_properties] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,338: +SERVICE [/gazebo/set_model_state] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,338: +SERVICE [/gazebo/set_model_configuration] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,339: +SERVICE [/gazebo/set_joint_properties] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,339: +SERVICE [/gazebo/set_link_state] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,340: +SUB [/gazebo/set_link_state] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,341: +SUB [/gazebo/set_model_state] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,342: +SERVICE [/gazebo/pause_physics] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,342: +SERVICE [/gazebo/unpause_physics] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,342: +SERVICE [/gazebo/apply_body_wrench] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,342: +SERVICE [/gazebo/apply_joint_effort] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,343: +SERVICE [/gazebo/clear_joint_forces] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,343: +SERVICE [/gazebo/clear_body_wrenches] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,343: +SERVICE [/gazebo/reset_simulation] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,343: +SERVICE [/gazebo/reset_world] /gazebo http://169.254.1.3:33331/
[rosmaster.master][INFO] 2020-03-02 17:47:54,394: publisherUpdate[/clock] -> http://169.254.1.3:37691/ ['http://169.254.1.3:33331/']
[rosmaster.master][INFO] 2020-03-02 17:47:54,394: publisherUpdate[/clock] -> http://169.254.1.3:34621/ ['http://169.254.1.3:33331/']
